ID,Holding
0x06c922ab286196b558a0ef8dabd99e2b98bd4166,26085981652682672550
0x06ce1f5d0ee2de871d962ed40df5e9ae81fae604,13100000000000000000000
0x06e0444de2397806621d0c61846394350436668d,100000000000000000000
0x06f9098ff0674a7a93383c5c62cd3fa783993ec7,20000000000000000000
0x070e7f3464116c787836dd1643e4a54363cb4c45,25743872403515478091
0x07405f163af97a1e0d46a22557a39a2d155bc106,593802487598
0x07a14300cdce14a28192b47fc4de9eef30455f61,25000000000000000000
0x07d7f56493e7df995ba06ffdfad1cc493c5edd9a,5794125172096231238
0x07f84c3e68d34359248f2bd2ae3979b629343593,951015503885
0x0828b3e4a38f029afc9c42e0be8f3958d9ae9459,10000000000000000000
0x083296c75775aef16aa3c49dd45446d88db68918,6418866144492701587245
0x08346245987481ec0421fd4e29e576340f0bbc40,2632262010961803591
0x083adfa16bc5b9152ef30cc4a4991756e0ec5dc2,2006594966257027948
0x0841904c1a03d1ef81015081a099baf451ff09ef,15000000000000000000
0x0869d5d64522e78950ceb1193da93a336b2f1696,204652733355877771955
0x08ab0abadc3c5b8cb068c63f85bfe9035c81dbaa,403179106631142
0x08df2012cb514f60aa22e500d41a789c47484593,745000722698085762
0x08e20ee52328ca5d82ce0a2af38f2bcaabdfd09b,700000000000000000000
0x08f27f015a8b31b0efc595a16550badcb42d0e55,2500000000000000000000
0x0904d8870e526c7e9106e80c227defe6a1055dbc,484967554691
0x093a17d646f3eabce54e4bd8673dea17a545b698,75950435832270822342
0x0943027857f1c0b2987ba8195e64b8b882c207b9,2250000000000000000000
0x097796c31153a9b2df0c95a980640397adb0cba0,5000000000000000000
0x0991892b02a2b752ad68f2b01dd8457f9c22c26a,4528
0x09cb05c212ef384ca54825947a72d37c94743ac8,2000000000000000000
0x09cb1f3edc908e8fcecf9973e504c8b6222a67ea,100000000000000000000
0x0a008579163b834e199c7ec735e4aadfb4ba52db,1000000000000000000
0x0a0b74c388b405f98b6dbb08c380b0f47c310e19,6200000000000000000
0x0a1e35a97b4d2e483ecdd6831ad88e3b6b14b701,10500000000000000000
0x0a2f4396244585d62b1a0acf3dee8140207b89f5,21720718257296247219
0x0a4ab49cb3a71263bb3881799f50c32af0dba651,401463928680246695638
0x0aba0b05a51cfa00d7b7bf2f8793ae052779df78,83312017534349870805
0x0ad9849989cf1d813fe0e13a2bfea92da9a9f138,250000000000000000000
0x0adb94d9df7392425e44b511b3344ddc33760a88,1000000000000000000
0x0b0f9f02d9aef778433dea88c4bec341d6c86834,500000000000000000000
0x0b2b6c103bf330afdab12746665aa0146e7d77bb,5999999000000000000
0x0b3d80144323990e8176c323942161b14a764804,32950150853299783142
0x0b41078fe96ad555b13eed39f30d2c7d264fdaf5,20010000000000000000
0x0b493af26fa61e5ff84290ca934b7c85e3195505,107245245385781409439
0x0b4d306bb64fd799a8c4e211fd3601b024a20912,313000000000000000000
0x0b5374e8ec51506762de4ba60e66889b4a44ee2b,2000000000000000000
0x0b53f3cf6fe008057cd5e32936e715e739fed684,26787186407975487
0x0b7fdc8b8550615f3b6f7f407d3532ea2ec7a82c,3318777848070566666
0x0b818dc9d41732617dfc5bc8dff03dac632780e1,3286383328226101636
0x0ba1aa8e98257efb07cca9bdcc410a38056897d1,500000000000000000000
0x0ba7122364d09d08739b16548351671391797524,1000000000000000000
0x0bbf9d92d7fed269cd7f3fefe4bc4cfd2e26ba51,385873938935662152337
0x0bdb14b9b5405f3e94ea7b68df38ce6208baf822,34104839257745858
0x0c4a31a11d65b7b4f560a12f941454c97a9626b8,1180380726542853163
0x0c63dd4116084f4ceab5559c745e74720257ccd4,1000000000000000000000
0x0cd85302f0b6387aaeb645fc69a95900cdca842b,40700264469231558033
0x0cfe3607b533b14ec1f3e3047703fffe4f37f633,8055865816979519119
0x0d1155adcf49d0308f8c8d0084b18a4b4d1299a5,26117252491454366
0x0d7995917d86f081d9a6813126132353be1b940d,3267366199193526653
0x0d7b2ace679ce963a8fea6e3fbae1bbded9b08cd,135000000000000000000
0x0ddaf2d9ef473a903d69975798233b923a1bc357,23055000000000000000000
0x0df37efd2e9ce6e2582febfc76cf1978501a4223,156737316712861332358
0x0df7f3240b722c8da1bfa2aab5b4cb1bb7332012,61660110347846464823
0x0e29304fee49a7f3bfb4bd0c0c3d574597dc2bdf,200000000000000000000
0x0e3666a364230398c0d5d3aa3eeb8e128d6bba42,37548552628646706732
0x0e4e8fc0b29377e116470ad7f9fb7e47ad69e62a,17600728047517661649
0x0e81e18ee1f9ec9086749c9c3214b696065776f8,2000000000000000000000
0x0eaa54bf0d0b0a1b28c082fb7f598c9e5e16c94f,128000000000000000000
0x0ed61a1952f34e762f16a14af603e9832c5af767,108465387317562875919
0x0f465f7ce5a1e26c402177194653c12e7222f127,450000000000000000000
0x0f665e37dfa151156abf54c58cf7ef3533e6d0eb,5000000000000000000
0x0f6756e569d778294542c806ebbb60a8681edb84,11049615638098242779
0x0f6d2e313c722b6bcc5967597d1e5301c49ec5fa,2632235401332872693
0x0f6f2e6b72291fcfd65e6ad8b356b41137b11e69,284831495405245749270
0x0f7bf2e6bebf3d352405b0f855d4b6fc6fe50b3f,7929415577188518854
0x0f856d456720f98e9f0448c752b825893d80c0fc,2000000000000000000
0x0f8a780277409af1d86d5fc8fd605bb1692ef18c,120000010610969162073
0x0f968801c6165c5d4207118d01f96f9c79f8d8bf,845006757731346098160
0x0f96e1ea4db205bc681a8c55b490aa7f80de0ecd,464059646624
0x0fc1173b1c0ccf4b44f3f7d028ed3ae3af9723f1,26988189774331017659
0x0ff00f06795b4becfd7f82b4efb16170077cc65d,5000000000000000000
0x10084a84e8018d53ef1a766e8924adf866d942e6,89600000000000000000
0x10321efb1554b50fbb13f78bad99add389fb4a34,2
0x1064f58bbd7ed0a6ddc638d5f26ba772f56716e6,9192629719178686203424
0x10747a0f3475bbffabee37ee4141c2fc0d977beb,80000000000000000000
0x1098ae2ff8b4869395849627a664026d51335c48,495000000000000000000
0x10afb2b929e02d7de0fb0e7b76fa56340e358806,101154140525
0x10b514d90c1c6895ef65f10a098e81a7a4c78d44,15000000000000000000
0x10b6e1a1eda38cdfa5c6d92891ca69876d363501,1000000000000000000
0x10bb170668c7246133ae6231500743881ccca299,8381953067080
0x10bb3f723f4ed0801a88d42533081ee1ac35714c,800000000000000000
0x10cfd6f425e2dab8eaf72e8c002beb7975bc0093,110000000000000000000
0x10d1fb8ce48fcb6c418fffbb1e4b919ca927763f,2183862730157321787
0x10e4718a133c5ebc546ff319201cf709f6becff4,37855586100314351985
0x11021489ff3b7e1eb4a5555e81353649fb306af2,12385264951871902629
0x113ce0365f0b91062370a9c7f2bff28550c5303d,1999999000000000000
0x11488e87f9025c73bbdd7ac34f71e6355af04953,11028091057375614492
0x114cd53d5077515a0b2fdd181b7cbedac1884e48,1000000000000000000
0x1162c4e0833e16ccd399b1a8756285e31686d127,57853606215399420633
0x1164dbd191978de5711837f971da203945e71e2f,114877859151
0x1179e398090a8ef78b11dbb524eb5f216b3299a3,726899881390109219389
0x11937a80be42092ca79cad9ed235268b9fc16941,280828921746830647
0x11d7fb4e0b016f304e4fb4815223cbeea8f33dd1,1000000000000000000
0x11e3b58ce65140ae7018cd0dd4dc7a699a4be0f2,31246897082200157197
0x11fae5727251c91bb9fbcef31b25f820a92ebe5d,6000000000000000000
0x1215b4539421398ed394457ab1baf5a9677e76d4,1000000000000000000
0x122c2bcffbb151ec54b83536e43a4e8b190ee371,40000000024083497732
0x1234d0d4aad842d0ec341c1f4995fa4a76d51609,5000000000000000000
0x1255d0a61247f5334b4202b4ed29e67f300fd665,365000000000000000000
0x127bae6fc751dc92111a359500ae91eb437f3dcb,50000000000000000000
0x129ddf9c3958d5ae6a5a61a40110beb8d7ca8e7d,200000001221477922080
0x12a38c1754051093fba9ab98326ec46fd0e9547e,1
0x12bbfcd97b792e614ef346061c05f4a98277f9ac,514854893498409704
0x12c1d465368b2a7a61582b32ab3531067c5ec447,3000000000000000000
0x12c360fe9d86967b489df0541818f65b487db4b2,26019300665269588044
0x12d42e79d07ab6273e1eef2cc19604391d707804,9538230745394061784
0x12e6388e6a861ba54ac60fbfff4f0ed3921fee8d,11396385022955800246
0x12ef2cd4231d5cf655a6cdd4ac1524ffaa439c17,13066624332833888537
0x130347d904fe326e4221a0da25b29b5fabb45785,5000000000000000000
0x1307076d16e9baa9acd96cf19e35ea976ce8b54e,3745
0x132a845d0f045e60cccf18392b3c404d49e34324,5000000000000000000
0x1396c4dd408e5b95c2548df932838e07c2d4453f,10000000000000000000
0x1473f6a771a4912448475a6b3547aae2546a54f0,1000000000000000000
0x147b413e89251c5c4f0cc2b3b5ca315ea5137b8a,1
0x14a6e7c49a89e6e90449b8e59ad97dd8e0ce8881,154241978082925236467
0x14c5b8a7b203f47d6beb71adb991c8154e817d4b,10000000000000000000
0x14e78ba817fe604f9ca9a749a1fb0eda0ca31143,350898175000000090534
0x1545f340bab61a495aae65e9c3581fe7a5c58d37,2900000000000000000
0x1560d935accd0f5269bb4c19bee65bd5bfe9b340,5000000000000000000
0x1562c1b2b3e81b293b54072c2f743c1ceb34ce06,335198699874510200852530
0x157aa38c0865ef9c2ff85b248bba575b558c4975,28905503103867273520
0x15cee7ac10a4208ff96f340c237c4cd531463cb9,1000000000000000000
0x15f904ec9a174d5d77485dfa51f106be0231fcc6,26663358827068326
0x1604efa11c5b7392bfd161f6194eb7d636e01c31,56764733703557570015
0x161324631c0fa0af5de534e43beb1de3ba90128a,19094884797204440019
0x16d885fb807d00c8dcbb6c73a57da6d656cc2cb6,480641054278456183207
0x16df4d9efeae2f1423d871e91400e2dfb77af711,86643219550563343863
0x16ee67356486d7b4682fbae34f9e51e13bff76e8,20000000000000000000
0x1724587ca51042aea7c2488db83bd89c018f1c4c,5727467860960
0x1739629421e05ffbde264b4cc91f1c9bcf16d04e,644267964496
0x175c3be1a73bc4e51ab6dbc6472efaae6d6674a0,25000000000000000000
0x175e194798306211535c33201ed4e3a3032ef430,136186868602152481742
0x176fff8b046f5b89ea328e3a6a79d6fe88905a0e,2269528151247860746
0x17e845e8f6b5bc93d9200c47e0a42ee0a9345acc,5126
0x17f5c474442396ddcd4ca5e5468c11574a67698a,1000000000000000000
0x17f6ed400395676b53074ab727d3153a7944fd95,10000000000000000000
0x17f9c6e2cca389e42553c00438f2224c0245b100,2804724724266566875
0x18054303c436f65929a23e81d3d4f012f1a6e71c,22325998547886056
0x182fcf35d9065375c0c74fccb13dffe912ca83b3,29000000000000000000
0x18460f71fd997727e2752a530de7274cb4c5e20e,30831560952390360530
0x1850ab1344493b8f66a0780c6806fe57ae7a13b4,5000000000000000000
0x18c031873c7856b651c18bbb1ee3370e7b20906a,60000000000000000000
0x18f02308b28bee96303331a7d396ae67006027cc,3361772948432247
0x18fa0dcd725c5e3092ab8bf75aca2bd8d4cfac4a,150641724721293363619
0x19577760a312c8ba21aaa6bfc4baae85c3c1fdd7,500000000000
0x1967f7305aa8ba79b9266d884fdd863823a7bbe2,2258540607168059163634
0x197d3b7675ba58b8d3e826b8be0a39c1e397e50c,26130784547069080371
0x1997cb2c8f64f8358a1216257d2d62ec02306989,112919124853231589172
0x199c018d0a6134d71b3f533d1a3f53b74ea9bb88,20000000000000000000
0x19b97b896c241fc39852b1bc0ede5364a5b011f7,50000000000000000000
0x19d2b8845da0ce101137decac7b4d3ad15be1944,40000000000000000000
0x19f8ec700fb07485ec3f46d3a5bee3721f0c30f5,175993810001650521508
0x1a07867142edfe03124ede82d88c6124dc4fa20c,60776890729
0x1a30254019b2dfbc7dd54b651458482b9451e821,17837
0x1a39838e06ab6e5b1c68262a0b132cca41e21183,30344515561559873898
0x1a75a386d5f069fff347591705ae6b538a7f9a92,6550
0x1a8c1ce5ef00ae99d12a0d39c76e7ce6dea8f844,11000000000000000000
0x1aab36b015c754b6db7f241e0bf5edcf178419b8,43530245944982940305
0x1ab6ce7bf53649a8332cd93ef6d9bbdaefb49ecc,10000000000000000000
0x1abf3a81aeb18a0ef9f5e319d7ec7483b45456fa,569942920837428345613538
0x1adaf26f6440ab7d7a237b49e1ceef58f45f902a,28000000000000000000
0x1af40c2a2a486d494af5becc33cf51e165b38612,100000000000000000000
0x1b0755bb83cb008cb295d0f3a726083c3055f22e,46451589962577259862
0x1b34bc6e87d79ce7d08d7d6b4f923ede6bd53fd0,50000000000000000000
0x1b8ca88bbfb204e8f76b74793eb01c4e0cad6736,280000000000000000000
0x1b8e0178598550343a3e457a8598bc3389e84c27,9999903392073623256
0x1b9243991e1321d53f3d5ef417bad563a592b58e,1326121039327204632622
0x1b9339e02a6d03b96eac8d5044f4f763d4e68b44,856722705260
0x1c03aa7a0951af38f52e7932babc6128d14d4f9d,75663099999999985579
0x1c0aa0fe5938135f2fca83edd3219d24ce5119d8,21527925000000000000
0x1c69ac355eca16f4ee03a1f3f8aea9c9e193a0f7,438241727204368127165
0x1c6a81a22b97441e58c976819e9e413f28e35f18,33431676511490875
0x1c788195be7a705ae44a1130c25b20acc26dc434,1034050839763374954066
0x1c8915f70850873a03df2d6cdba71b226bcdfeb3,32733
0x1cb4948839eea8002bb617946fea5b1825b22c07,102357297639045421609
0x1ccaf054cf2c0efd081568dfd87ce779ff509ca6,10000000000000000000
0x1cd7cb7921b552a1aee548b2062eea410b81e4ca,977665644036
0x1cda94e77d68ac25f63863678c36b6a1868e8362,198000000000000000000
0x1d264ae0648e0e4d1dda4a3eb43b782be9cd6bc8,400030000000000000000
0x1d418ec7d42e8bc43b026f117679ec348ccd9174,1000000000000000000000
0x1d8569f1ed2000420912abab46ac08e3b6f59e75,20000000000000000000
0x1d918bf5fcabec0b1d126bf8ff96f7eb8e9d2ccd,345402803875322337477
0x1de9efb7779f51cd7d7924c5749f8d034a880a2c,2023000000000000000000
0x1e2b2b92409bee2237593b5b03d57171ad37c6e9,99000000000000000000
0x1e5e4b0e49ab05541a7f2b1f9fa7645beac96814,12671191517956706558148
0x1e8a4ec0a8546c532a929c7d53fc3e8853b963f1,225898666128114450898
0x1ea34655dcea330c799e9382e97dd834f9bf2dbd,30000000000000000000
0x1eb9b27b386d9ad1dc9309d4a999d095020fc615,39000000000000000000
0x1eecb3dead940021f523bb68ab23f9e26e68da3e,192618476958105181014
0x1f3a9d45c9736fa46e65c58fb114b78a8ed4ad81,9000000000000000000
0x1f773b560a5c5aaca6ede0525919d58eb43ecdec,240000000000000000000
0x1f7c2f8f02f56bdc79bbed5ebc054df2a2cda46d,1
0x1f99d1bc5dcd5a87c6bcb40655a7438f99b6b601,500000000000000000
0x1fb4a0c057f59fd7ca04c73d9031e9aa3b260b2a,10000000000000000000
0x200bd8fdce93c3c07a59d71973cd2281a4cb8ce1,5000000000000000000
0x20508974bb1fc09edb5f306b06ebc7d2fed0a379,28918066455452062872
0x205daa99c4e96e3161c435f925a8c584bd2a06f5,10000000000000000000
0x20971d6618c2c0943155198cb930f751b705ed16,26663356113633983
0x209cc8b7cb42daa454c832e50d1de3bbd1eb1769,122500000000000000000
0x20a53930f8c16700c5da9cd94dbfbb6ae34b23b7,122500000000000000000
0x20cd52aa66243630ec6a33fe98118c53522cb18e,864675974655713789300
0x20d07431918ba08aaf76abac3f35884a6eefc06a,10000000000000000000
0x213a4eb6cc1a68c88ce1faf7537be9bba70bdf07,1000000000000000000
0x215f5ca6a4e25e8973ed43148019343b08d65c03,10000000000000000000
0x21c9fa1abbd9d0920c97affc325f6d5ea990942d,1
0x21cccae4dc77b9c61830f0867cc0bcb566e9626b,4000000000000000000
0x2200aa201d20fe4666da67a832207d0c9f9c35d4,55181539895372835068
0x221b9632ad1698d07c6132acf6d761ef335bd488,10156812283807161108
0x223b451e0a427f411c9ce6f3c4341b1b50c66c3d,515000000000000000000
0x223f0f151faaebf7a263cc12910a95fa60a338c0,26666641218994776
0x227eafa3586a149dab8e1016bb68aa11504a00a7,100000000000000000000
0x22c4ca40636b3371f88712da8d3ff7f180166603,49954321525451176013
0x22ea0126167063cb14be7948f118f3ca767a0deb,56618687980891816063
0x22f2800faa98ef82552d54e21042cff449b75387,500000000000000000000
0x233ee2d77b38d173991d9cbeb5d5db222eb685b3,102742216532758736351
0x236aed53772786bed27d2dba0d10541d0c90d2d0,20845699735462229904
0x23b1e86c2a5e69d1a2ca4697f75009ddc8b3bdb5,122738358276605912759
0x23b6e51f10c555d45b22dfadced703bc5a15451c,844287011022280788769
0x23e4e922348d42e19dd4d8f4300996ddafcd6ba0,195347134000000000000
0x2403a6b12413c72f1ea9919182610bf01ba1f6e7,41907052101
0x241861a6d7e7d1ccb91e35f8c7d8290770721a58,26272185701179556
0x241d0009cb902c6694339b8582ee6e364292b476,1000000000000000000
0x242ebebfcaf75f1c6d62249bf23074823c94e7a9,321593435303273868
0x2432bb8320b5d8c15d7985dd70824a76ed45bcb0,33445064014000000000000
0x2442659e3e4aace979565ddd0ed13dfeeb318ab1,200000000000000000000
0x245571a34c7a2ffe46efa39549874f26f1d9942b,2531000000000000000000
0x2463e212ef011d57c3b57c1c70691f95c8f44605,432316554683
0x24b51abd1b57f4a887c3eaad313649b8446f0d47,995183413938
0x24f4f3913f172b4115e9a9f01a5140da9762f7bf,640000000000000000
0x25493740e4507cbcce792b951a9eff3953b774cd,41759581734736275153
0x255b7833ad17851276be013fdfd81e13223d884c,776413692388617118843
0x255e9c7fdd070c66f5ca08edc9beccdf91c115d1,582
0x258c855f34875a29fcbed9bd1ed8958f157c8616,304549051695197647116
0x259295c6daae8f68a5851b5def338cc7cb1458cc,352853305916427471034
0x2598d871253d77102842d85b8ebe7c534f94fc15,687409153072
0x259d148468bc7c7d9db54b57b6f4b80f53e4537f,232870065507389558347
0x25d4ef82374e02e8f94535efa18f224e1e715e6a,500000000000000000
0x25e8fbd4a79423265ce0b66f32a9c6d1df855ee6,4441895253010738725762
0x25fb6a2730570702f9b2b5eba96a3cbb5e5b7fc3,98666250402356013386
0x26128a0c25124996188cb33d22eb697163fa6a91,73359082049364982968
0x2626fc27a6c7d64aa1fcfdd4bced48cd8c8fb929,94020292901369751538
0x2627c39dabac510f47f2a692225e70c9b6249276,161618093457602356133
0x2642732257edff4ed882db0fc0dfcb8b7ddc21f8,176750000000000000000
0x265443ea38e51683ae7c6ba8d6d5196820fa61bf,20653729863899115248
0x265959c12068472a6bd5e43348c6ed1b0cd0f29f,139640117414123316055
0x268349a814ebd6a1721814967dfd407de746b962,308996456164567152856
0x26b1092abf2b960aceeb29fe10a74643db993247,2624985228193374646714
0x26d5091bf8353f4553dff080d6687d434dfb6408,600000000000000000000
0x2731e7f53d6cacaa5103e3eca577f97a94e0af55,5000000000000000000
0x274e574f76640fa618bf13f7d801fdbad570bbdf,80542341097720616503
0x275ce8ef00c5c77c9f9111385bcdaed24edd2669,48000000000000000000
0x2783ff5bb4423abecc15720549d1272f65e6390d,300000000000000000000
0x27c0bcfdbf868e1146d88189ebfd76871d4ce50a,818148323509
0x27e20fbad3251297fb09947efaaa3d0767ca7418,999999000000000000
0x27f29b37c06e274745470cbcfe87eb8d7bcd1287,200000000000000000
0x28124c4905968d4e1d17096d790b1275078a312f,35000000000000000000
0x283a65f3ee37a074411c3d4e12c28b6cc8d8e8e3,2064574000000000000
0x28581d2854fbc981dbc9ea109105d73a70c527e7,58147105405003081307
0x288a4e70eba5d4f92e28f8ccc561e9fc947304a1,8804710098811710648
0x288dabe058394e684d01d72e56648fb7ddb9b77c,30000000000000000000
0x288e783bf640fa98defdc85d0cc3d510580a915b,15855985458110056476
0x28921b09db1c7add63265e5ec79b008f0851d5dc,2000000000000000000
0x2893e8995c59662b2b9fa579582af3dc5a6c5884,914318696842
0x28a1b8c933e424b4686d4a95e6cb3f219294d9e4,12062726873844502870
0x28c1cda3d422930c6083c50c28d6e506e994fa36,5000000000000000000
0x29006df90e211b1d48cd0d836906532f58c81148,15000000000000000000
0x2910f4d155c8df5072bec38f925e4e36cc0a0215,9000000000000000000
0x297c9b4b81e0a9646ae9233eae2c03f909a02677,50000000000000000000
0x29f20c8a8d5d6e6c2e90200dd44c159ede8f72b0,10884891000000000000
0x2a06913d5b8748b222e1236768c24ca19198b374,82365924552161412957
0x2a38097daadbf0e089455162844c8260576b91ab,100000000000000000000
0x2a3dd3eb832af982ec71669e178424b10dca2ede,31021000000000000000000
0x2a54083168a938a072dbecee37bca4289a5b1e5a,161126764387502255360
0x2a6339998d7de47c5559a039befb4bc1b0692a60,408591544287
0x2a9b6f644b4632f4055129ae062ac6bf4a739795,40000000000000000000
0x2af482311d5b5739323c1424a27872388c2ddd19,2666950649864488906
0x2afe658275b51930f3a6b170352b0f4965072101,18000000000000000000
0x2b04431ceb74cf7e1d44bb73196154ba527140a2,54381942171447185054
0x2b16fbbbaf9adc0eef3056644da495074669a423,795265893926416148
0x2b258f27cc77cc970c9f0d4dcb480e6f25effa71,1
0x2b3aa0dc0622efb9426f5a44015ae9151bd8224c,50000000000000000000
0x2b467a6a63d28375e4f213b5513b1fc68f3d7da8,29962802693139682675
0x2b60d9f8ce8d43ec418807c0ccdc539aab1886b6,131272185043425239674
0x2b7b3d14001378d9bcae3641b5d5ce04ccc074c9,2306644282926359843
0x2b94e61022d0946a1b93e2a9aa63eccbc20627f9,160000000000000000000
0x2bc1bc2462ffc588ee7b80b0f822083e9973071a,585838183810823142
0x2bf7145b9da25567569c15c57758e6a13bbc00f2,5000000000000000000
0x2c2743b450fbcf118dfaa96d82f23b22b81f9016,27330694204642686663
0x2c2bec9217b9a691f67aa9f19754204bd9a56c96,75000000000000000000
0x2c2eeefb2201be2179b089e0d4077ddc3066242c,50000000000000000000
0x2c63b8aa556a0ed2e310219a804c3b2f19739b8f,400000000000000000000
0x2c6d438d7780618946d5473bddbf251b716f223e,385412418297981352020
0x2c9154dc419bb977b61a9ddd01a2904fd01fae31,26063417845148462532
0x2c97bb6058e7a7f61768464aae86470d9ba57421,101000000000000000000
0x2ca20a86039695959c85ddb00bd9dbb2ef592d7d,268352155071851623
0x2d185421f556ea40bd67f5512cca15f2a793ba55,26306705508247343048
0x2d4eb91cddea03a2a55ccca343147eca764076e2,5000000000000000000
0x2d5e241103aa3161994cbba35dc809f4d5207f96,209981293152
0x2d66fd65445e1e8aa9fe35728b747767602433b3,9836
0x2d73f6d059a7e9dbe22b3af69c850cb302fa268a,9285617081636424851
0x2dc4dbe3ff63cb49c577375fa5af3c55c4fc3a2a,162235553171307205666
0x2df1667a0287c70b75e4047b7b05548154947072,14719332210624866506
0x2e0563af1b45f8249e81cc497ebb539c787b177f,200000000000000000000
